DateTime,WindSpeed,PowerGenerated
2018-02-06,703.8871200000006,5138640.0
2018-02-07,553.7662899999999,3173200.0
2018-02-08,469.6292189999997,3410320.0
2018-02-09,506.0163099999999,1907840.0
2018-02-10,674.6380100000001,5176640.0
2018-02-11,656.0461700000001,5029600.0
2018-02-12,406.85881200000017,4867680.0
2018-02-13,731.6354699999998,11447840.0
2018-02-14,875.0027100000001,16364880.0
2018-02-15,729.7014400000003,2889520.0
2018-02-16,592.9022499999999,5461680.0
2018-02-17,584.6253019999996,3470960.0
2018-02-18,367.0263869999999,1535760.0
2018-02-19,467.9285999999998,928080.0
2018-02-20,258.58176000000003,2240.0
2018-02-21,498.1960099999999,25040.0
2018-02-22,7.57685,240.0
2018-02-23,515.135424,1560800.0
2018-02-24,550.5607200000001,4556800.0
2018-02-25,676.1244899999999,4614160.0
2018-02-26,731.8728200000003,6738000.0
2018-02-27,880.2076699999997,7625280.0
2018-02-28,608.0322500000003,3885920.0
2018-03-01,513.0752499999998,2749040.0
2018-03-02,602.5525499999999,7764960.0
2018-03-03,687.0653599999998,7798800.0
2018-03-04,534.48935,6290320.0
2018-03-05,639.47375,5571040.0
2018-03-06,684.1194300000002,3725440.0
2018-03-07,577.6732300000001,4069680.0
2018-03-08,734.746633,6135600.0
2018-03-09,674.8282499999999,9310800.0
2018-03-10,603.057858,6471280.0
2018-03-11,575.5704499999999,6601520.0
2018-03-12,586.6446,4934560.0
2018-03-13,675.9516200000002,6987520.0
2018-03-14,615.1164489999998,3919120.0
2018-03-15,637.1164199999996,10651040.0
2018-03-16,608.7938720000001,6168560.0
2018-03-17,517.32452,7016400.0
2018-03-18,631.3945029999999,11678960.0
2018-03-19,579.23496,7728800.0
2018-03-20,612.3680399999998,5823840.0
2018-03-21,774.6723999999999,12838960.0
2018-03-22,598.4032199999999,6369680.0
2018-03-23,601.2002500000001,5011520.0
2018-03-24,771.2349599999997,10271920.0
2018-03-25,710.5720799999998,11440320.0
2018-03-26,572.5324900000002,5240560.0
2018-03-27,559.43361,109440.0
2018-03-28,497.1186100000001,1189680.0
2018-03-29,667.7436700000001,7364160.0
2018-03-30,735.5592300000003,5737600.0
2018-03-31,283.00696000000005,3588640.0
2018-04-01,602.4978599999998,7029040.0
2018-04-02,927.9524600000002,7042400.0
2018-04-03,659.7633,7172000.0
2018-04-04,588.37653,9577440.0
2018-04-05,677.5406599999998,9692080.0
2018-04-06,748.53452,11458560.0
2018-04-07,691.4520200000003,8633360.0
2018-04-08,655.69229,6566880.0
2018-04-09,533.5329232,5840720.0
2018-04-10,555.6083699999998,5267760.0
2018-04-11,622.4161069999999,6703680.0
2018-04-12,614.3700000000001,8284800.0
2018-04-13,623.8550700000002,6482960.0
2018-04-14,633.1625499999994,4767600.0
2018-04-15,565.6084599999999,5866880.0
2018-04-16,494.2470039999999,3667920.0
2018-04-17,660.2688800000006,0.0
2018-04-18,799.7864199999999,0.0
2018-04-19,0.0,3824000.0
2018-04-20,772.7741000000001,11455520.0
